,iterations,nb_prototypes,k_size,sigma,MZE,MAE
0,10.0,1.0,0.0,0.2,0.6477430555555556,1.2405257936507936
1,20.0,1.0,0.0,0.2,0.6352678571428572,1.3038690476190475
2,30.0,1.0,0.0,0.2,0.6336557539682539,1.3473958333333333
